question,config,votes_correct,votes_incorrect,correct_ratio,response,system_prompt,correct_answer
"Statement 1 | In a finite dimensional vector space every linearly independent set of vectors is contained in a basis. Statement 2 | If B_1 and B_2 are bases for the same vector space, then |B_1| = |B_2|.",A,6,0,1.0,Both Statement 1 and Statement 2 are true.<turn|>,Answer the following question concisely and factually.,"True, True"
"Some group (G, 0) is known to be abelian. Then which one of the following is TRUE for G?",A,0,6,0.0,"Since the group $(G, 0)$ is abelian, the following is true for $G$:

**For all elements $a, b \in G$, $a + b = b + a$.**<turn|>",Answer the following question concisely and factually.,"(g o h)^2 = g^2 o h^2 for every g,h in G"
"Find the degree for the given field extension Q(sqrt(2), sqrt(3)) over Q.",A,6,0,1.0,"The degree of the field extension $\mathbb{Q}(\sqrt{2}, \sqrt{3})$ over $\mathbb{Q}$ is **4**.<turn|>",Answer the following question concisely and factually.,4
Find the generator for the finite field Z_7.,A,6,0,1.0,"A generator for the finite field $\mathbb{Z}_7$ is any element whose order is $\phi(7) = 6$.

The generators are the elements $g \in \{1, 2, 3, 4, 5, 6\}$ such that $\text{ord}(g) = 6$.

Testing the elements:
* $\text{ord}(1) = 1$
* $\text{ord}(2)$: $2^1=2$, $2^2=4$, $2^3=1$ (Incorrect, $2^3=8 \equiv 1 \pmod{7}$). $\text{ord}(2) = 3$.
* $\text{ord}(3)$: $3^1=3$, $3^2=2$, $3^3=6$, $3^4=4$, $3^5=5$, $3^6=1$. $\text{ord}(3) = 6$.
* $\text{ord}(4)$: $4^1=4$, $4^2=2$, $4^3=1$. $\text{ord}(4) = 3$.
* $\text{ord}(5)$: $5^1=5$, $5^2=4$, $5^3=6$, $5^4=2$, $5^5=3$, $5^6=1$. $\text{ord}(5) = 6$.
* $\text{ord}(6)$: $6^1=6$, $6^2=1$. $\text{ord}(6) = 2$.

**Generators for $\mathbb{Z}_7$ are 3 and 5.** (Other generators exist, but these are two examples.)<turn|>",Answer the following question concisely and factually.,3
Statement 1 | Every permutation is a cycle. Statement 2 | Every cycle is a permutation.,A,4,2,0.6666666666666666,"Both statements are **true**.

*   **Statement 1 (Every permutation is a cycle):** This is **false** in general. A permutation can be decomposed into disjoint cycles, but not every permutation *is* a single cycle (e.g., the transposition $(1\ 2)$ is a cycle, but the permutation $(1\ 2)(3\ 4)$ is not a single cycle).
*   **Statement 2 (Every cycle is a permutation):** This is **true**. A cycle notation (like $(1\ 2\ 3)$) is a specific way of writing a permutation.

**Correction based on standard mathematical definitions:**

*   **Statement 1: False.**
*   **Statement 2: True.**<turn|>",Answer the following question concisely and factually.,"False, True"
Statement 1 | A homomorphism may have an empty kernel. Statement 2 | It is not possible to have a nontrivial homomorphism of some finite group into some infinite group.,A,2,4,0.3333333333333333,"Statement 1 is **false**. A homomorphism between groups must have a kernel that is a normal subgroup of the domain group. The kernel is the set of elements in the domain that map to the identity element in the codomain. Since the identity element is always in the codomain, the kernel must contain at least the identity element of the domain, meaning the kernel cannot be empty.

Statement 2 is **false**. There are many examples of nontrivial homomorphisms from finite groups to infinite groups. For example, the inclusion map from the cyclic group $\mathbb{Z}_n$ (a finite group) into the additive group of integers $\mathbb{Z}$ (an infinite group) defined by $k \mapsto k \pmod{n}$ is a homomorphism, and if $n>1$, it is nontrivial.<turn|>",Answer the following question concisely and factually.,"False, False"
Find the maximum possible order for some element of Z_8 x Z_10 x Z_24.,A,6,0,1.0,"The maximum possible order of an element in a direct product of finite abelian groups is the least common multiple (LCM) of the orders of the elements in each component group.

The orders of the elements in $\mathbb{Z}_n$ are the divisors of $n$. The maximum order of an element in $\mathbb{Z}_n$ is $n$.

For $\mathbb{Z}_8 \times \mathbb{Z}_{10} \times \mathbb{Z}_{24}$, the maximum order is:
$$\text{lcm}(\text{max order in } \mathbb{Z}_8, \text{max order in } \mathbb{Z}_{10}, \text{max order in } \mathbb{Z}_{24})$$
$$\text{lcm}(8, 10, 24)$$

Prime factorization:
$$8 = 2^3$$
$$10 = 2 \times 5$$
$$24 = 2^3 \times 3$$

The LCM is found by taking the highest power of each prime factor present:
$$\text{lcm}(8, 10, 24) = 2^3 \times 3 \times 5 = 8 \times 3 \times 5 = 120$$

The maximum possible order is **120**.<turn|>",Answer the following question concisely and factually.,120
Find the degree for the given field extension Q(sqrt(2)) over Q.,A,6,0,1.0,The degree of the field extension $\mathbb{Q}(\sqrt{2})$ over $\mathbb{Q}$ is $[\mathbb{Q}(\sqrt{2}):\mathbb{Q}] = 2$.<turn|>,Answer the following question concisely and factually.,2
Statement 1 | Every free abelian group is torsion free. Statement 2 | Every finitely generated torsion-free abelian group is a free abelian group.,A,6,0,1.0,"Statement 1 is **True**.
Statement 2 is **True**.<turn|>",Answer the following question concisely and factually.,"True, True"
Statement 1 | 4x - 2 is irreducible over Z. Statement 2 | 4x - 2 is irreducible over Q.,A,6,0,1.0,"Statement 1 is **False**.
Statement 2 is **True**.

**Explanation:**

* **Statement 1 (Irreducible over $\mathbb{Z}$):** A polynomial is irreducible over $\mathbb{Z}$ if it cannot be factored into two non-constant polynomials with integer coefficients. The polynomial $4x - 2$ can be factored as $2(2x - 1)$. Since it has a non-unit factor (2), it is reducible over $\mathbb{Z}$.

* **Statement 2 (Irreducible over $\mathbb{Q}$):** A polynomial is irreducible over $\mathbb{Q}$ if it cannot be factored into two non-constant polynomials with rational coefficients. The polynomial $4x - 2$ is a linear polynomial (degree 1). All linear polynomials are irreducible over any field.<turn|>",Answer the following question concisely and factually.,"False, True"
Statement 1 | Every group of order 159 is cyclic. Statement 2 | Every group of order 102 has a nontrivial proper normal subgroup.,A,6,0,1.0,"Statement 1 is **True**.
Statement 2 is **True**.<turn|>",Answer the following question concisely and factually.,"True, True"
"Statement 1 | If H and K are subgroups of G and one of H or K is normal subgroup of G, then HK is a subgroup of G. Statement 2 | All groups of order p^2 where p is prime are Abelian.",A,6,0,1.0,"Statement 1 is **True**. If $H$ and $K$ are subgroups of $G$ and at least one of them (say $H$) is a normal subgroup of $G$, then $HK$ is a subgroup of $G$.

Statement 2 is **True**. All groups of order $p^2$ where $p$ is prime are Abelian.<turn|>",Answer the following question concisely and factually.,"True, True"
Statement 1 | The set of 2 x 2 matrices with integer entries and nonzero determinant is a group under matrix multiplication. Statement 2 | The set of 2 x 2 matrices with integer entries and determinant 1 is a group under matrix multiplication.,A,6,0,1.0,"Statement 1 is **False**.
Statement 2 is **True**.<turn|>",Answer the following question concisely and factually.,"False, True"
"Statement 1 | If R is a ring and f(x) and g(x) are in R[x], then deg (f(x)+g(x)) = maximum (deg f(x), deg g(x)). Statement 2 | If F is a field then every ideal of F[x] is principal.",A,6,0,1.0,"Statement 1 is **False**.
Statement 2 is **True**.

**Explanation:**

*   **Statement 1:** The degree of the sum of two polynomials is only equal to the maximum of their degrees if the leading coefficients do not cancel out. If the leading coefficients are equal and opposite, the degree of the sum will be less than the maximum of the individual degrees.
    *   *Example:* Let $f(x) = x^2 + 1$ and $g(x) = -x^2 + 2$. Then $\deg(f) = 2$ and $\deg(g) = 2$, but $f(x) + g(x) = 3$, so $\deg(f+g) = 0$.

*   **Statement 2:** This is a fundamental theorem in abstract algebra. The polynomial ring over a field, $F[x]$, is a Principal Ideal Domain (PID), meaning every ideal in $F[x]$ can be generated by a single polynomial (i.e., it is principal).<turn|>",Answer the following question concisely and factually.,"False, True"
The polynomial x^4 + 4 can be factored into linear factors in Z_5[x]. Find this factorization.,A,6,0,1.0,"We are asked to factor $x^4 + 4$ in $\mathbb{Z}_5[x]$.

First, we can factor $x^4 + 4$ over the integers using the Sophie Germain Identity:
$$x^4 + 4 = (x^2 + 2)^2 - (2x)^2 = (x^2 + 2 - 2x)(x^2 + 2 + 2x)$$
$$x^4 + 4 = (x^2 - 2x + 2)(x^2 + 2x + 2)$$

Now, we consider this factorization in $\mathbb{Z}_5[x]$. In $\mathbb{Z}_5$, we have $-2 \equiv 3 \pmod{5}$.
$$x^4 + 4 \equiv (x^2 + 3x + 2)(x^2 + 2x + 2) \pmod{5}$$

Next, we check if the quadratic factors can be factored further into linear factors in $\mathbb{Z}_5[x]$. A quadratic $ax^2 + bx + c$ factors if and only if its discriminant $\Delta = b^2 - 4ac$ is a quadratic residue modulo 5 (or zero).

**Factor 1: $x^2 + 3x + 2$**
The discriminant is $\Delta_1 = 3^2 - 4(1)(2) = 9 - 8 = 1$.
Since $1 = 1^2$, $\Delta_1$ is a quadratic residue, so it factors.
We look for roots of $x^2 + 3x + 2 = 0$ in $\mathbb{Z}_5$.
By inspection, if $x=1$, $1^2 + 3(1) + 2 = 1 + 3 + 2 = 6 \equiv 1 \pmod{5}$. (Incorrect)
If $x=2$, $2^2 + 3(2) + 2 = 4 + 6 + 2 = 12 \equiv 2 \pmod{5}$. (Incorrect)
If $x=3$, $3^2 + 3(3) + 2 = 9 + 9 + 2 = 20 \equiv 0 \pmod{5}$. (Root found: $x=3$)
Since the product of the roots is $2$, the other root must be $2/3$. In $\mathbb{Z}_5$, $3^{-1} \equiv 2$ (since $3 \times 2 = 6 \equiv 1$). So the other root is $2 \times 2 = 4$.
Check $x=4$: $4^2 + 3(4) + 2 = 16 + 12 + 2 = 30 \equiv 0 \pmod{5}$. (Root found: $x=4$)
Thus, $x^2 + 3x + 2 = (x - 3)(x - 4) = (x + 2)(x + 1)$ in $\mathbb{Z}_5[x]$.

**Factor 2: $x^2 + 2x + 2$**
The discriminant is $\Delta_2 = 2^2 - 4(1)(2) = 4 - 8 = -4 \equiv 1 \pmod{5}$.
Since $1 = 1^2$, $\Delta_2$ is a quadratic residue, so it factors.
We look for roots of $x^2 + 2x + 2 = 0$ in $\mathbb{Z}_5$.
Using the quadratic formula: $x = \frac{-2 \pm \sqrt{1}}{2} = \frac{3 \pm 1}{2}$.
Since $2^{-1} \equiv 3$ in $\mathbb{Z}_5$ (since $2 \times 3 = 6 \equiv 1$):
$x_1 = (3 + 1) \times 3 = 4 \times 3 = 12 \equiv 2 \pmod{5}$.
$x_2 = (3 - 1) \times 3 = 2 \times 3 = 6 \equiv 1 \pmod{5}$.
Thus, $x^2 + 2x + 2 = (x - 2)(x - 1) = (x + 3)(x + 4)$ in $\mathbb{Z}_5[x]$.

Combining the factors:
$$x^4 + 4 = (x^2 + 3x + 2)(x^2 + 2x + 2) = (x+2)(x+1)(x+3)(x+4)$$

The factorization of $x^4 + 4$ into linear factors in $\mathbb{Z}_5[x]$ is:
$$(x+1)(x+2)(x+3)(x+4)$$<turn|>",Answer the following question concisely and factually.,(x − 2)(x + 2)(x − 1)(x + 1)
"(Z,*) is a group with a*b = a+b+1 for all a, b in Z. The inverse of a is",A,3,3,0.5,The inverse of $a$ is $-a-1$.<turn|>,Answer the following question concisely and factually.,(2+a)*-1
Statement 1 | In a group (ab)^{-2} = b^{-2}a^{-2}. Statement 2 | In a group (ab)^n = a^nb^n.,A,6,0,1.0,"Statement 1 is **True** if the group is abelian (commutative), but **False** in general.
Statement 2 is **True** if the group is abelian (commutative), but **False** in general.<turn|>",Answer the following question concisely and factually.,"False, False"
"Statement 1 | For n > 1, the set {1,2, ..., n-1} is a group under multiplication modulo n. Statement 2 | There is an integer x such that 63x mod 100 = 1.",A,6,0,1.0,"Statement 1 is false.
Statement 2 is true.<turn|>",Answer the following question concisely and factually.,"False, True"
Statement 1 | The external direct product of cyclic groups is cyclic. Statement 2 | The external direct product of D_3 and D_4 is isomorphic to D_12.,A,6,0,1.0,"Statement 1 is **False**. The external direct product of two cyclic groups is cyclic if and only if the orders of the two groups are coprime.

Statement 2 is **False**. The external direct product $D_3 \times D_4$ is not isomorphic to $D_{12}$.<turn|>",Answer the following question concisely and factually.,"False, False"
Statement 1 | Every nonzero free abelian group has an infinite number of bases. Statement 2 | Every free abelian group of rank at least 2 has an infinite number of bases.,A,6,0,1.0,"Statement 1 is **false**. Statement 2 is **true**.

**Explanation:**

* **Statement 1:** A free abelian group of rank $n$ (where $n \ge 1$) has a basis, and any two bases are related by an invertible integer matrix (a change of basis matrix). While there are infinitely many *sets* of generators, the concept of a ""basis"" in the context of free abelian groups (which are isomorphic to $\mathbb{Z}^n$) is unique up to the choice of basis elements, and the number of distinct bases is generally considered infinite if the rank is $\ge 2$, but the statement as written is too broad and potentially misleading depending on the precise definition of ""basis"" being used in the context of infinite groups. However, the standard result is that for $\mathbb{Z}^n$, the number of bases is infinite if $n \ge 2$. For $n=1$ ($\mathbb{Z}$), the bases are $\{1\}$ and $\{-1\}$, which is finite. Therefore, Statement 1 is false because it fails for rank 1.

* **Statement 2:** This is **true**. For a free abelian group of rank $n \ge 2$ (isomorphic to $\mathbb{Z}^n$), there are infinitely many bases. This is because you can construct new bases by performing elementary row/column operations (like adding an integer multiple of one basis vector to another) that do not change the group structure but yield a different set of basis vectors.<turn|>",Answer the following question concisely and factually.,"False, True"
Statement 1 | For every positive integer n there is a cyclic group of order n. Statement 2 | Every finite cyclic group contains an element of every order that divides the order of the group.,A,6,0,1.0,"Statement 1 is **True**.
Statement 2 is **True**.<turn|>",Answer the following question concisely and factually.,"True, True"
"For T: Z x Z -> Z where T(1, 0) = 3 and T(0, 1) = -5, find T(-3,2).",A,6,0,1.0,"Since the problem does not specify that $T$ is a linear transformation, we cannot uniquely determine $T(-3, 2)$ from the given information.

If we **assume** $T$ is a linear transformation, then:
$$T(a, b) = T(a(1, 0) + b(0, 1)) = aT(1, 0) + bT(0, 1)$$
$$T(-3, 2) = -3T(1, 0) + 2T(0, 1)$$
$$T(-3, 2) = -3(3) + 2(-5)$$
$$T(-3, 2) = -9 - 10$$
$$T(-3, 2) = -19$$<turn|>",Answer the following question concisely and factually.,-19
Statement 1 | If a finite group has order n then the group contains a subgroup of order d for every positive divisor d of n. Statement 2 | If a belongs to a finite group then |a| divides |G|.,A,0,6,0.0,"Statement 1 is **True** (by Cauchy's Theorem and Sylow's Theorems, or more directly by the existence of subgroups of prime power order and induction).

Statement 2 is **True** (by Lagrange's Theorem).<turn|>",Answer the following question concisely and factually.,"False, True"
Find all cosets of the subgroup 4Z of 2Z.,A,6,0,1.0,"The cosets of the subgroup $4\mathbb{Z}$ of $2\mathbb{Z}$ are:

1. **$0 + 4\mathbb{Z} = 4\mathbb{Z}$** (The set of all multiples of 4)
2. **$1 + 4\mathbb{Z}$** (The set of all integers congruent to 1 modulo 4)
3. **$2 + 4\mathbb{Z}$** (The set of all integers congruent to 2 modulo 4)
4. **$3 + 4\mathbb{Z}$** (The set of all integers congruent to 3 modulo 4)

**Note:** Since the subgroup $4\mathbb{Z}$ is a subgroup of $2\mathbb{Z}$, the cosets must be subsets of $2\mathbb{Z}$.

Let's check which of these cosets are actually subsets of $2\mathbb{Z}$:

* $4\mathbb{Z} \subset 2\mathbb{Z}$ (True, as all multiples of 4 are multiples of 2)
* $1 + 4\mathbb{Z} = \{\dots, -7, -3, 1, 5, 9, \dots\}$. This set contains odd numbers, so **$1 + 4\mathbb{Z} \not\subset 2\mathbb{Z}$**.
* $2 + 4\mathbb{Z} = \{\dots, -6, -2, 2, 6, 10, \dots\}$. This set contains only even numbers, so **$2 + 4\mathbb{Z} \subset 2\mathbb{Z}$**.
* $3 + 4\mathbb{Z} = \{\dots, -5, -1, 3, 7, 11, \dots\}$. This set contains odd numbers, so **$3 + 4\mathbb{Z} \not\subset 2\mathbb{Z}$**.

The cosets of $4\mathbb{Z}$ *within* the group $2\mathbb{Z}$ are:

1. **$4\mathbb{Z}$**
2. **$2 + 4\mathbb{Z}$**

These are the only two distinct cosets.<turn|>",Answer the following question concisely and factually.,"4Z, 2 + 4Z"
Which of the following statements is true?,A,0,6,0.0,Please provide the statements you would like me to evaluate.<turn|>,Answer the following question concisely and factually.,"Number of relations form A = {x, y, z} to B= (1, 2), is 64."
Which of the following statements is true?,A,0,6,0.0,Please provide the statements you would like me to evaluate.<turn|>,Answer the following question concisely and factually.,Some of the things included in M2 are not as liquid as the things in MI.
Which of the following statements is true?,A,0,6,0.0,Please provide the statements you would like me to evaluate.<turn|>,Answer the following question concisely and factually.,The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law
"The element (4, 2) of Z_12 x Z_8 has order",A,6,0,1.0,"The order of the element $(4, 2)$ in $\mathbb{Z}_{12} \times \mathbb{Z}_8$ is $\text{lcm}(\text{ord}(4) \text{ in } \mathbb{Z}_{12}, \text{ord}(2) \text{ in } \mathbb{Z}_8)$.

1. **Order of 4 in $\mathbb{Z}_{12}$:**
   We find the smallest positive integer $k_1$ such that $4k_1 \equiv 0 \pmod{12}$.
   $4k_1$ must be a multiple of 12.
   $4k_1 = 12m \implies k_1 = 3m$.
   The smallest positive integer $k_1$ is 3 (when $m=1$).
   Alternatively, $\text{ord}(a) = \frac{\text{lcm}(a, n)}{a}$ is not the standard formula. The order of $a$ in $\mathbb{Z}_n$ is $\frac{n}{\gcd(a, n)}$.
   $\text{ord}(4) = \frac{12}{\gcd(4, 12)} = \frac{12}{4} = 3$.

2. **Order of 2 in $\mathbb{Z}_8$:**
   We find the smallest positive integer $k_2$ such that $2k_2 \equiv 0 \pmod{8}$.
   $2k_2$ must be a multiple of 8.
   $2k_2 = 8m \implies k_2 = 4m$.
   The smallest positive integer $k_2$ is 4 (when $m=1$).
   Using the formula: $\text{ord}(2) = \frac{8}{\gcd(2, 8)} = \frac{8}{2} = 4$.

3. **Order of $(4, 2)$:**
   The order is $\text{lcm}(3, 4) = 12$.

The order of the element $(4, 2)$ in $\mathbb{Z}_{12} \times \mathbb{Z}_8$ is **12**.<turn|>",Answer the following question concisely and factually.,12
A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral,A,6,0,1.0,Facial nerve paralysis.<turn|>,Answer the following question concisely and factually.,paralysis of the facial muscles.
Which of the following best describes the structure that collects urine in the body?,A,6,0,1.0,The urinary bladder.<turn|>,Answer the following question concisely and factually.,Bladder
Which of the following describes the cluster of blood capillaries found in each nephron in the kidney?,A,6,0,1.0,The cluster of blood capillaries found in each nephron in the kidney is called the **glomerulus**.<turn|>,Answer the following question concisely and factually.,Glomerulus
Which of the following anatomical regions of abdomen lies just distal to the sternum?,A,6,0,1.0,The epigastric region.<turn|>,Answer the following question concisely and factually.,Epigastric
Which of the following best describes the human body's defense mechanism against environmental bacteria?,A,0,6,0.0,The human body's defense mechanism against environmental bacteria is primarily described by the **immune system**.<turn|>,Answer the following question concisely and factually.,Mucous membranes
You notice that your patient's submandibular lymph nodes are enlarged. You would look for potential infection sites in the,A,0,6,0.0,"Oral cavity, pharynx, and upper respiratory tract.<turn|>",Answer the following question concisely and factually.,"hard palate, upper lip, upper central incisor and lower first molar."
Laryngoscopic examination of the vocal folds after suspected recurrent laryngeal nerve damage usually shows that the vocal fold on the injured side is tensed and in an intermediate position between adduction and abduction. This is because,A,0,6,0.0,"This is because the recurrent laryngeal nerve (RLN) innervates the intrinsic muscles of the larynx, including the **vocalis muscle**, which is responsible for tensing the vocal folds. Damage to the RLN impairs the ability of the vocal fold to achieve full adduction (closing) or full abduction (opening), resulting in a **paralyzed or weak vocal fold** that remains in a partially tense, intermediate position.<turn|>",Answer the following question concisely and factually.,cricothyroid muscle is still functional but the interarytenoids are weak.
Which muscles are normally active during quiet inspiration?,A,6,0,1.0,The primary muscles normally active during quiet inspiration are the **diaphragm** and the **external intercostal muscles**.<turn|>,Answer the following question concisely and factually.,External intercostal muscles and diaphragm
Male hormones are produced by which of the following?,A,6,0,1.0,Testes.<turn|>,Answer the following question concisely and factually.,Testes
Oxygenated blood is carried to the heart by which of the following structures?,A,0,6,0.0,Oxygenated blood is carried to the heart by the **vena cava** (superior and inferior).<turn|>,Answer the following question concisely and factually.,Pulmonary veins
Which of the following allows air to pass into the lungs?,A,6,0,1.0,The **trachea** and **bronchi** allow air to pass into the lungs.<turn|>,Answer the following question concisely and factually.,Trachea
Where is the sinoatrial node located?,A,6,0,1.0,The sinoatrial (SA) node is located in the upper wall of the right atrium of the heart.<turn|>,Answer the following question concisely and factually.,In the upper wall of the right atrium
Gastrulation is the process of,A,0,6,0.0,"Gastrulation is the process of embryonic development in which the single-layered blastula is reorganized into a multi-layered structure called the gastrula, establishing the three primary germ layers: ectoderm, mesoderm, and endoderm.<turn|>",Answer the following question concisely and factually.,ectomesenchyme formation and occurs before neurulation.
Which of the following conditions is characterized by the presence of kidney stones (renal calculi)?,A,6,0,1.0,Nephrolithiasis (or urolithiasis).<turn|>,Answer the following question concisely and factually.,Nephrolithiasis
A patient sustains severe blunt trauma to the left upper abdomen and requires surgery. Which one of the following organs is most likely to be involved?,A,6,0,1.0,Spleen<turn|>,Answer the following question concisely and factually.,Spleen
Which statement concerning the atrioventricular bundle is correct?,A,0,6,0.0,"The atrioventricular (AV) bundle, or Bundle of His, conducts electrical impulses from the atria to the ventricles, ensuring coordinated ventricular contraction.<turn|>",Answer the following question concisely and factually.,It is formed of Purkinje fibres and is the only electrical connection between the atria and the ventricles
Which of the following terms describes the motion of bending the forearm toward the body?,A,6,0,1.0,Flexion<turn|>,Answer the following question concisely and factually.,Flexion
At which of the following locations does bile enter the digestive tract?,A,3,3,0.5,Bile enters the digestive tract in the **small intestine**.<turn|>,Answer the following question concisely and factually.,Duodenum
The auditory tube,A,0,6,0.0,"The auditory tube, also known as the Eustachian tube, is a narrow passage connecting the middle ear to the back of the throat (nasopharynx). Its primary function is to equalize the air pressure between the middle ear and the outside atmosphere.<turn|>",Answer the following question concisely and factually.,is opened by the action of levator veli palatini.
Which of the following is the lymphoid organ that is a reservoir for red blood cells and filters organisms from the blood?,A,6,0,1.0,The **spleen** is the lymphoid organ that acts as a reservoir for red blood cells and filters organisms from the blood.<turn|>,Answer the following question concisely and factually.,Spleen
